,block_number,transaction_hash,log_index,sender,to,amount0In,amount1In,amount0Out,amount1Out,pre_swap_reserve0,pre_swap_reserve1,post_swap_reserve0,post_swap_reserve1,pair0,pair0_cost,pair1,pair1_cost
0,19008595,0x8a8e834da66401f6eb0d0ed4bdb0808c5b20fe8b9e53473a945e7677f97e0702,9,0x01bD2da640345F1C29831B7CEf9a434298408172,0x3778F73e949c98817A1F96c58121323754B429DA,0,0.688898319006572544,268.626258757920152162,0,336237563429604705257733,860391121119706463429,335968937170846785105571,861080019438713035973,UNI,390.1715631374712390013081230,ETH,0.002562975097310371227242014593
1,19008848,0x8e6618881e2c7728f90b0c4fcbc16341b378b867fbe974bf348480422d05cbb3,170,0xDef1C0ded9bec7F1a1670819833240f027b25EfF,0x7B73644935b8e68019aC6356c40661E1bc315860,0.942433047985549400,0,0,0.002404330367754872,336238505862652690807133,860388716789338708557,336239448295700676356533,860386312458970953685,UNI,390.8005548516148092737907217,ETH,0.002558850000557689702801249872
2,19008905,0x30d6ab79c4b63874d787e4741f23025e83e5168c1dc3c16a4fa88c380359c139,118,0x3fC91A3afd70395Cd496C647d5a6CC9D4B2b7FAD,0x3fC91A3afd70395Cd496C647d5a6CC9D4B2b7FAD,3.951955313698668221,0,0,0.010082061762641718,336238505862652690807133,860368522210116359435,336242457817966389475354,860358440148353717717,UNI,390.8167132759077450497658349,ETH,0.002558744204201990349525997054
3,19009412,0xf5bc281ca115fce281fada07524ba69ff24deb310bedd14089e9b4863e3b3a5e,45,0x51C72848c68a965f66FA7a88855F9f7784502a7F,0x51C72848c68a965f66FA7a88855F9f7784502a7F,0,1.342029351284084992,522.087229027838918656,0,335716418633624851888477,861710551561400444427,335194331404597012969821,863052580912684529419,UNI,388.3822826300183380634418073,ETH,0.002574782745567779669627055015
4,19009440,0x8276afab714a420cd26f602bdfc8717d200656823202da1a4ff5d7203e0cc150,338,0x3fC91A3afd70395Cd496C647d5a6CC9D4B2b7FAD,0x9b2662DC8b80B0fE79310AD316b943CB5Bb15e8b,0,0.112952080522398365,43.867593598215070816,0,335672551040026636817661,861823503641922842792,335628683446428421746845,861936455722445241157,UNI,389.3891263307990615977338299,ETH,0.002568125128256577502647478467
5,19009510,0x8fca67cdb0833bac7d2da986497e41b9d164eccf213d4ec49b93a3a95eb318b7,147,0x3fC91A3afd70395Cd496C647d5a6CC9D4B2b7FAD,0xCEde28c51b86988A2e91A4C27e80733e0ADBfE7D,8.000000000000000000,0,0,0.020477518686177260,335680551040026636817661,861803026123236665532,335688551040026636817661,861782548604550488272,UNI,389.5281374444092491995563852,ETH,0.002567208640076002354934400064
6,19009586,0xd2fd84f09bec1e576cce0babda370a03f7ce70324d2c433b46e54f69e47dd9a8,152,0x3fC91A3afd70395Cd496C647d5a6CC9D4B2b7FAD,0xB7426bFd2abF64428fA82A71b0D44B056FfCC286,5.000000000000000000,0,0,0.012797954108788517,335685551040026636817661,861790228169127877015,335690551040026636817661,861777430215019088498,UNI,389.5327717694691253305279556,ETH,0.002567178097641072962871293042
7,19009692,0xdc5b3bff1eab83f0d0d7705ba37f8fa13408cacfe9d3c82ac790ab10637e64bb,62,0xE37e799D5077682FA0a244D46E5649F71457BD09,0xE37e799D5077682FA0a244D46E5649F71457BD09,48.902000000000000000,0,0,0.125149069213408857,335734453040026636817661,861665079099914468158,335783355040026636817661,861539930030701059301,UNI,389.7478727748126128793158485,ETH,0.002565761277619023922376752269
8,19009706,0xc2f02f4338cbf6da8c00833b43a601b33beb04b199c59e5d728c904b44d94710,42,0xA69babEF1cA67A37Ffaf7a485DfFF3382056e78C,0xA69babEF1cA67A37Ffaf7a485DfFF3382056e78C,0,3.835406939805476580,1483.340916295412289083,0,334251112123731224528578,865500486039719944738,332767771207435812239495,869335892979525421318,UNI,382.7838858314264392487844116,ETH,0.002612440170588550694126202234
9,19009788,0x380211e73040881b3facc0d550880f795202a35002e9e0a0c4fa9a339edc9dc9,312,0xA69babEF1cA67A37Ffaf7a485DfFF3382056e78C,0xA69babEF1cA67A37Ffaf7a485DfFF3382056e78C,0,1.514051806367078431,581.948630464096850567,0,333669163493267127678011,867014537846087023169,333087214862803030827444,868528589652454101600,UNI,383.5074847635003980268502818,ETH,0.002607511038843675561709371603
10,19009816,0x87b312c5405640e17673ab3ec65f7f27140a98a8236713c91358d2ad16c3256b,192,0x3fC91A3afd70395Cd496C647d5a6CC9D4B2b7FAD,0x3fC91A3afd70395Cd496C647d5a6CC9D4B2b7FAD,2.000000000000000000,0,0,0.005181229931448246,333671163493267127678011,867009356616155574923,333673163493267127678011,867004175386224126677,UNI,384.8576200277534182436932689,ETH,0.002598363519287695357311760720
11,19009956,0xbbf64512e4182aa668bbee2def71d9d11a641b11a403aba0a938e2640a43b83c,219,0xDef1C0ded9bec7F1a1670819833240f027b25EfF,0x2D0BA902baDAA82592f0E1C04c71d66ceA21D921,5.000000000000000000,0,0,0.012952803675803471,333676163493267127678011,866996403812479771452,333681163493267127678011,866983451008803967981,UNI,384.8760470629544822569109219,ETH,0.002598239115245405754544322608
12,19010029,0x7cb1f9664f4d40e8f65ff6caac71afc61c623ea8710d9f38a61b7e786175afef,98,0x68b3465833fb72A70ecDF485E0e4C7bD8665Fc45,0x9D16dD208c18Ece2532E6BB51244a45F5Dd972A7,0,0.010424666059845768,4.000000000000000165,0,333672163493267127677846,867006828478539617220,333668163493267127677681,867017253144599462988,UNI,384.8460480839111927011369579,ETH,0.002598441649534521560224644888
13,19010029,0x85edfe9ecd1f7388b4011e234845f2054bc024b7a1cebd156977d3f4806429dc,293,0x3fC91A3afd70395Cd496C647d5a6CC9D4B2b7FAD,0x3fC91A3afd70395Cd496C647d5a6CC9D4B2b7FAD,325.315351433101820104,0,0,0.841938393868228148,333997478844700229497950,866164890084671389072,334322794196133331318054,865322951690803160924,UNI,386.3560923038979021744179065,ETH,0.002588285832473492783138355888
14,19010066,0x4499ba147980a94d74861226065b1c21ab8b4ef8ba274ca07635a78afc23222e,87,0x51C72848c68a965f66FA7a88855F9f7784502a7F,0x51C72848c68a965f66FA7a88855F9f7784502a7F,0,1.380667382251673856,529.950159372981829632,0,333467528685327247668318,867545557466923062928,332937578525954265838686,868926224849174736784,UNI,383.1597769807723780641962460,ETH,0.002609877288998896493803187530
15,19010114,0x92ec57259a6df00c38601599411932dffe1d68383cc72f7655fc2bae6a683ada,75,0xA69babEF1cA67A37Ffaf7a485DfFF3382056e78C,0xA69babEF1cA67A37Ffaf7a485DfFF3382056e78C,0,1.570176706391955412,600.650691155503440654,0,332866877994171744227664,869115734173315018340,332266227303016240787010,870685910879706973752,UNI,381.6143377895106245027281024,ETH,0.002620446615796642765773058883
16,19010168,0x5c986f2b30b159ef2eef41b40c3c148ae2b683b7aebfdc53846df151b085078b,250,0x3fC91A3afd70395Cd496C647d5a6CC9D4B2b7FAD,0x3fC91A3afd70395Cd496C647d5a6CC9D4B2b7FAD,3.270143706246998554,0,0,0.008512649894942945,332870148137877991226218,869107221523420075395,332873418281584238224772,869098708873525132450,UNI,383.0099100170511999512312804,ETH,0.002610898501178418719254644674
17,19010171,0xe703036f50cf83e539a41f532e794c67f024ed19d889e5e329624d7556c1e889,108,0x3fC91A3afd70395Cd496C647d5a6CC9D4B2b7FAD,0xD40C3016791BF8Ae0A21F56939a85599CF945a26,122.000000000000000000,0,0,0.317464254234983924,332992148137877991226218,868789757269185091471,333114148137877991226218,868472293014950107547,UNI,383.5633569626655640337599101,ETH,0.002607131212738175542971794577
18,19010193,0x2ef5865ead7e8c337b5dd74b6c489fa5307128d9623dbef58ee4211da1565398,189,0xA69babEF1cA67A37Ffaf7a485DfFF3382056e78C,0xA69babEF1cA67A37Ffaf7a485DfFF3382056e78C,0,1.370625668883992651,522.938669926957169288,0,332469209467951034056930,870160382938069084122,331946270798024076887642,871531008606953076773,UNI,380.8771776561385433077238057,ETH,0.002625518300030080949666593823
19,19010408,0xf190b97fc72d7479f9fefa4b1a3f981c2400a720a67346b1cd6cf40a89afbae0,68,0x51C72848c68a965f66FA7a88855F9f7784502a7F,0x51C72848c68a965f66FA7a88855F9f7784502a7F,0,1.370019286608943104,521.063447555879206912,0,331948146020395154850018,871530402224678027226,331427082572839275643106,872900421511286970330,UNI,379.6848694367983917705359164,ETH,0.002633763103289682350176801162
20,19010455,0x596c152fedaa27c613c810a1f540dd9969a94d7b06cf66ed1c1f27cfc009a5fe,497,0x1111111254EEB25477B68fb85Ed929f73A960582,0xd27383048f41EF6ea1ED7B01BE977c7e40b0D946,12.919206287205469017,0,0,0.033816326959099203,331961065226682360319035,871496585897718928023,331973984432969565788052,871462769570759828820,UNI,380.9388031533278270312003808,ETH,0.002625093562856341805257484571
21,19010603,0xc739bb62699c88898b3c3102dd0affd3b2c5eee58a7b9e0e3974de87d668df24,289,0xA69babEF1cA67A37Ffaf7a485DfFF3382056e78C,0xA69babEF1cA67A37Ffaf7a485DfFF3382056e78C,583.570104394227561878,0,0,1.524776619800364098,332544635331076587880913,869971809277918563925,333128205435470815442791,868447032658118199827,UNI,383.5907003053961663921322675,ETH,0.002606945369644907653174920618
22,19010722,0x95a066349680b338be97d63f11dc9920252edcccf9875976a52182ea54616815,284,0x3fC91A3afd70395Cd496C647d5a6CC9D4B2b7FAD,0x3fC91A3afd70395Cd496C647d5a6CC9D4B2b7FAD,165.855780087349191132,0,0,0.432379508623319785,332710491111163937072045,869539429769295244140,332876346891251286263177,869107050260671924355,UNI,383.0096036977394623836515083,ETH,0.002610900589294811040255509302
23,19010858,0x663e6deaf47e25884b05527121b83b6e36a3585a4ac742dd9748668b71c5e6b2,22,0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,0x22A639E602C1E78B62FA803E9C76Ea337c3d85B4,400.000000000000000000,0,0,1.041016668839391309,333110491111163937072045,868498413100455852831,333510491111163937072045,867457396431616461522,UNI,384.4690154042110225761820906,ETH,0.002600989832558161390642658032
24,19010888,0xe6f6c482d034c69a64a8d6c809e8d4f429eef09b9e0111b8d75745e7c118ec87,212,0xDef1C0ded9bec7F1a1670819833240f027b25EfF,0x1a91Eb9B1D92FBE99fC98263a8C5EA2c6b9262d7,1.000000000000000000,0,0,0.002599408752820298,333111491111163937072045,868495813691703032533,333112491111163937072045,868493214282950212235,UNI,383.5522093125275219984185095,ETH,0.002607206987002846491271381134
25,19011154,0x552e7e051f73d0984ee4c3bf0d415284f80b9a339d4ababfda74440664511f36,61,0x3fC91A3afd70395Cd496C647d5a6CC9D4B2b7FAD,0x945F79A89AF5fb298065DCD19A7FC6ca2F5D2d3C,0,0.261585309926815603,100.000000000000000071,0,333011491111163937071974,868757399001629848136,332911491111163937071903,869018984311556663739,UNI,383.0888589561698807030185453,ETH,0.002610360433672680648789094226
26,19011306,0x63a375482ad0845bc980b2469084b641bc9353fa6bfd1f0a7c28ef7d25ce7e71,261,0xf164fC0Ec4E93095b804a4795bBe1e041497b92a,0x811beEd0119b4AfCE20D2583EB608C6F7AF1954f,7.318420830000000000,0,0,0.019034537043572627,333018809531993937071974,868738364464586275509,333026127952823937071974,868719329927542702882,UNI,383.3529616298519068452792839,ETH,0.002608562082704226714149338945
27,19011329,0xae72ada3c848e2236f881b1bb7bee82d9015d4981a28ed084e4ccb8e61ffe1da,51,0x51C72848c68a965f66FA7a88855F9f7784502a7F,0x51C72848c68a965f66FA7a88855F9f7784502a7F,534.588201538892464128,0,0,1.388155355754499072,333553397733532829536102,867350209108831776437,334087985935071722000230,865962053753077277365,UNI,385.7997986021850082857281752,ETH,0.002592017942008164696123187835
28,19011417,0xa4b13a2f40bbff42d5bb5141d7b9b6ab0777c32fd5e1f9fb41a504ea44a1c550,83,0xA69babEF1cA67A37Ffaf7a485DfFF3382056e78C,0xA69babEF1cA67A37Ffaf7a485DfFF3382056e78C,0,1.810641313971787590,692.780270190228115097,0,332860617463342601421005,869160850422803564027,332167837193152373305908,870971491736775351617,UNI,381.3762451980919730835513406,ETH,0.002622082556506859762053595260
29,19011423,0xf4add7932f600bbce91210f5e8c3be76226b3e17b4f2d57b495a6a8f9fc4f6be,109,0xA69babEF1cA67A37Ffaf7a485DfFF3382056e78C,0xA69babEF1cA67A37Ffaf7a485DfFF3382056e78C,0,1.889290741360675301,719.806956491346520493,0,332140810506851254900512,871050141164164239328,331421003550359908380019,872939431905524914629,UNI,379.6609380182385986102710860,ETH,0.002633929119018193080559481307
30,19011432,0xf7ecfc109a5d408144a70c1b714ef32b87d1856e09871452ab15e1d2fb8e1306,6,0x98C3d3183C4b8A650614ad179A1a98be0a8d6B8E,0x98C3d3183C4b8A650614ad179A1a98be0a8d6B8E,0,1.996391291553629184,757.231468443986243452,0,331383579038407268657060,873046532455717868512,330626347569963282413608,875042923747271497696,UNI,377.8401477199468869223063361,ETH,0.002646621874447272064583458311
31,19011478,0x31ae901cda3c87e316e3d6c89f32ea6190131ce4de45045538f6cfaf3912152e,170,0x3fC91A3afd70395Cd496C647d5a6CC9D4B2b7FAD,0x944B3bACa1c4a28425e5c0554Ef68d6666b45405,20.000000000000000000,0,0,0.052529761626186865,331403579038407268657060,872994002694091681647,331423579038407268657060,872941472932465494782,UNI,379.6630006878452223086149795,ETH,0.002633914809155156764169060452
32,19011484,0x3cdfcae278fbb4e0a1014a6af6f237e2f7fd6656f7a00c427286325b3c297dd0,55,0x3fC91A3afd70395Cd496C647d5a6CC9D4B2b7FAD,0x01F4916850F37D262108a31aA7e1367441ebA344,49.989538600000000000,0,0,0.131269262135640328,331453568577007268657060,872862733431956041319,331503558115607268657060,872731464169820400991,UNI,379.8460027231259169542101886,ETH,0.002632645842870462964247829344
33,19011580,0x54445e1532a50cceb0aa8c86a2f173b6d0996859fd0f44eb5744b266033fd6b9,129,0xDef1C0ded9bec7F1a1670819833240f027b25EfF,0x1a91Eb9B1D92FBE99fC98263a8C5EA2c6b9262d7,5.000000000000000000,0,0,0.013127495667863005,331458568577007268657060,872849605936288178314,331463568577007268657060,872836478440620315309,UNI,379.7544863949644954248846063,ETH,0.002633280279301158230882673053
34,19011639,0x6cd79a63255dec1190f4b6a39fc3b500a7625088498085d27a2dade87ce910fc,5,0x3fC91A3afd70395Cd496C647d5a6CC9D4B2b7FAD,0x85AA97537837514A9229FCAEB66eeEF7242122bF,99.588909180000000000,0,0,0.261388350279815227,331558157486187268657060,872588217586008363087,331657746395367268657060,872326829235728547860,UNI,380.1989521357980860315769007,ETH,0.002630201883467642010618812932
35,19011674,0xd20c8ebff1b36b357cccdd8729091d71783eafc42491030cf87eeae39c84d0ef,136,0x51C72848c68a965f66FA7a88855F9f7784502a7F,0x51C72848c68a965f66FA7a88855F9f7784502a7F,0,1.430080141096186112,540.872238402004910080,0,331017285247785263746980,874018297727104549199,330476413009383258836900,875448377868200735311,UNI,377.4938892617797229686492840,ETH,0.002649049503703442878224380602
36,19011677,0x2f61e44b9033588e3649e5162cd0d07f55903b8e30bbcdfd2d7d7bfebdf66b60,246,0x1111111254EEB25477B68fb85Ed929f73A960582,0xa7Ca2C8673bcFA5a26d8ceeC2887f2CC2b0Db22A,85.374940860000000000,0,0,0.224690010656739525,331102660188645263746980,873793607716447809674,331188035129505263746980,873568917705791070149,UNI,379.1206720121032865595303551,ETH,0.002637682600351782905773218267
37,19011920,0x0b121c2f20790e5ebb37e595f1f1bd2284e7b6b65070b8be12975b50c6e02e21,15,0xE37e799D5077682FA0a244D46E5649F71457BD09,0xE37e799D5077682FA0a244D46E5649F71457BD09,9.212000000000000000,0,0,0.024237243937483885,331101269746739053718427,873741390190024667217,331110481746739053718427,873717152946087183332,UNI,378.9675876572498328814502854,ETH,0.002638748095007088971807885705
38,19011929,0xe959ed942a8ce420177211172b4b937c134becfd1b10c22df91faf21478a8972,123,0x3fC91A3afd70395Cd496C647d5a6CC9D4B2b7FAD,0x8296d84E911e0c1F827E1E7d4B50c2568E807B36,10.000000000000000000,0,0,0.026308988081641641,331111269746739053718427,873715081201943025576,331121269746739053718427,873688772213861383935,UNI,378.9922456113322325851682785,ETH,0.002638576413052866531772506194
39,19012095,0xa884f0e836e7d7d11885874ba6c153a1ba9b7e34f59437ec85c3fd539bcd6b2c,46,0x3fC91A3afd70395Cd496C647d5a6CC9D4B2b7FAD,0x2fA947313B2598af518A9A8E43cA8AAe4d4427b2,0.013473438197603441,0,0,0.000035446180503822,331111283220177251321868,873715045755762521754,331111296693615448925309,873715010309582017932,UNI,378.9694497480286185511848209,ETH,0.002638735129348515390408022158
40,19012100,0x2bf9c4f12d60b64a69168dcd3ffa4d527e73b7e5df37bbfc46427db773ff6f25,6,0x51C72848c68a965f66FA7a88855F9f7784502a7F,0x51C72848c68a965f66FA7a88855F9f7784502a7F,953.902708447800197120,0,0,2.502345505442185216,332065185928625051518988,871212700250320336538,333019088637072851716108,868710354744878151322,UNI,383.3488191065404200633671510,ETH,0.002608590271206964894112265727
41,19012353,0xcf845799441c5f793f141bac5c7a23e1358daa1e58da5cae711a5f8a9af00e7b,26,0xA69babEF1cA67A37Ffaf7a485DfFF3382056e78C,0xA69babEF1cA67A37Ffaf7a485DfFF3382056e78C,553.936991242186309535,0,0,1.446554096946212027,332619122919867237828523,869766146153374124511,333173059911109424138058,868319592056427912484,UNI,383.6986553787883551429935429,ETH,0.002606211895667961835534267478
42,19012539,0x2fb132a17711e1076d9c1871cded88a13cf904e43e9c3b8311ef7b3bbe631cdf,218,0x3fC91A3afd70395Cd496C647d5a6CC9D4B2b7FAD,0x8C7d06999f8fB13d35CFEf3BB8D9ac1E032F9878,39.129690230000000000,0,0,0.102001349852342742,332658252610097237828523,869664144803521781769,332697382300327237828523,869562143453669439027,UNI,382.6033421590109336457039974,ETH,0.002613672934368663790870734065
43,19012673,0x7b7d7c2a552ad403458f86c724b378baa8df415057e9a7a6107ff570e78f0896,322,0x00000047bB99ea4D791bb749D970DE71EE0b1A34,0xB7426bFd2abF64428fA82A71b0D44B056FfCC286,2.313364054908219565,0,0,0.006029612374060559,332660565974152146048088,869658115191147721210,332662879338207054267653,869652085578773660651,UNI,382.5240976876542323954166516,ETH,0.002614214388178333276557409798
44,19012718,0x0f8cce9f2f8f4a8ed3c7dc94a12a74e78b31e6d9bbfe226354433ffb1148c2d7,364,0x3fC91A3afd70395Cd496C647d5a6CC9D4B2b7FAD,0x3fC91A3afd70395Cd496C647d5a6CC9D4B2b7FAD,17.000000000000000000,0,0,0.044306677580899915,332677565974152146048088,869613808513566821295,332694565974152146048088,869569501835985921380,UNI,382.5968657729022084202883761,ETH,0.002613717177164669714644380711
45,19013140,0x0b6dbe76639a69be57fdf9a097205748184a4cad945d51bc99452d2d18d44138,121,0x1111111254EEB25477B68fb85Ed929f73A960582,0x1111111254EEB25477B68fb85Ed929f73A960582,4.220272550000000000,0,0,0.010998490310653133,332681786246702146048088,869602810023256168162,332686006519252146048088,869591811532945515029,UNI,382.5772070378424244440690870,ETH,0.002613851483057864246325487035
46,19013247,0x0f838b6758ad9a379f142ddabb9552622e011f1e1f9d422e683bf43b04cdc84c,172,0x51C72848c68a965f66FA7a88855F9f7784502a7F,0x51C72848c68a965f66FA7a88855F9f7784502a7F,560.147005961305718784,0,0,1.457331933353394944,333241933252663451766872,868145478089902773218,333802080258624757485656,866688146156549378274,UNI,385.1467009661053803141897450,ETH,0.002596413256277650006065421660
47,19013274,0x22373ade378f30e5ca48fdecd8d9b84ab04455e3c0c4f8be356188fed16f4a39,149,0x51C72848c68a965f66FA7a88855F9f7784502a7F,0x51C72848c68a965f66FA7a88855F9f7784502a7F,589.123906004068007936,0,0,1.527452446023531008,333831057158667519774808,866618025643879242210,334420181064671587782744,865090573197855711202,UNI,386.5724485107596023376723736,ETH,0.002586837225085291250770020627
48,19013330,0x022c9231886a5e19aeece7ad16fdf42361028f3f83c030e0d7ecbf29c4634f7d,338,0xDef1C0ded9bec7F1a1670819833240f027b25EfF,0xa1444AC5b8Ac4f20F748558fE4E848087f528E00,19.589533630906576000,0,0,0.050698467044465849,333850646692298426350808,866567327176834776361,333870236225929332926808,866516628709790310512,UNI,385.3015916417543883008316937,ETH,0.002595369501950512923942518496
49,19013651,0xf3acb3bd6a5c92dbb3142cdb2223e62c1d341b18b5a5e61dc938529c7e437d65,145,0x3fC91A3afd70395Cd496C647d5a6CC9D4B2b7FAD,0x3fC91A3afd70395Cd496C647d5a6CC9D4B2b7FAD,56.466979367867440212,0,0,0.146105503055527343,333907113671666293791020,866421221673779249018,333963580651034161231232,866275116170723721675,UNI,385.5167653057891879813850620,ETH,0.002593920913418141569531830508
50,19014005,0x4d90eb9d4b29fd50b0c6836e329e1d972f5d876e6558d496ed7d691f4a8b19e5,78,0x1111111254EEB25477B68fb85Ed929f73A960582,0x74de5d4FCbf63E00296fd95d33236B9794016631,0,0.013877500000000000,5.332072544685219405,0,333901781599121608571615,866435099173779249018,333896449526576923352210,866448976673779249018,UNI,385.3619295718667360340330350,ETH,0.002594963132738592096761411336
51,19014019,0xc4d8ec5c071e35fbe1b24b95fca79f0d4ec4903bf5a10b6c904c0db343b83c44,87,0x1111111254EEB25477B68fb85Ed929f73A960582,0x74de5d4FCbf63E00296fd95d33236B9794016631,0,0.009912500000000000,3.808518803463588810,0,333897973080318144982805,866445011673779249018,333894164561514681393995,866454924173779249018,UNI,385.3566472369054164819671935,ETH,0.002594998703591145662411720903
52,19014126,0xe9eed2ed7a5171f6502280157cb21388505b170a49f023c52c3c6090500c6e32,57,0x51C72848c68a965f66FA7a88855F9f7784502a7F,0x51C72848c68a965f66FA7a88855F9f7784502a7F,0,2.762363658688966144,1057.957851973133795328,0,332840015228345011187477,869207375332468215162,331782057376371877392149,871969738991157181306,UNI,380.4972151444541646866065374,ETH,0.002628140128753253063945811726
53,19014151,0xc277ddafd332d89945d0bd376aa61c324ca40fc2e81bb0bfa94c61b427ed945a,138,0x51C72848c68a965f66FA7a88855F9f7784502a7F,0x51C72848c68a965f66FA7a88855F9f7784502a7F,0,2.035554103563427072,775.309227130569228288,0,332064706001214441959189,871242929436031642234,331289396774083872730901,873278483539595069306,UNI,379.3628298630387304055839537,ETH,0.002635998894148458759631378823
54,19014240,0xe12981cb62104197fff404533470b4c25d76c874facb6e8358c73978580688ad,127,0x3fC91A3afd70395Cd496C647d5a6CC9D4B2b7FAD,0x22EC49654963b95E306Cd35912f6cf31d693E466,0,0.001000000000000000,0.379995202075613513,0,332064326006012366345676,871243929436031642234,332063946010810290732163,871244929436031642234,UNI,381.1373068486719018944127654,ETH,0.002623726363257962360796437433
55,19014783,0xde3ec91ee16eaad8dba6c86e0686000598f53e1fe107b2570588625c9e4edc36,256,0x3fC91A3afd70395Cd496C647d5a6CC9D4B2b7FAD,0x77253e7e781a74fC6FcCb316969300695b7eAe8E,0,0.043000000000000000,16.338970948577951396,0,332047987035063788394280,871286929436031642234,332031648064115210442884,871329929436031642234,UNI,381.0630587187825831643412518,ETH,0.002624237582520381001086319956
56,19014796,0xf11423dbfaca179501807c21b8b0974e2f2b59e68d29eb956fceefe2542ff85d,53,0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,0xb1787B3673Fd5666130Bb9262B370d449bc4075a,0,1.278980357435000000,485.247775209996338030,0,331562739259853792056250,872565909793466642234,331077491484643795718220,873844890150901642234,UNI,378.8744378049415850597590845,ETH,0.002639396856102592403316548929
57,19015015,0x01702e120c733fee0359c963db40f5f88f9c7c6e679eaa8bf801623ee73b83e4,61,0x51C72848c68a965f66FA7a88855F9f7784502a7F,0x51C72848c68a965f66FA7a88855F9f7784502a7F,0,1.533668299610124032,580.004717521259724800,0,330982734542332532331450,874099578093076766266,330402729824811272606650,875633246392686890298,UNI,377.3300422134025638787313454,ETH,0.002650199793618448671656359605
58,19015058,0x711b35bc64cf2d6555c175c8bc820aaca1710a816b3d11c4c07e2042f62f608c,10,0x3fC91A3afd70395Cd496C647d5a6CC9D4B2b7FAD,0xa1A571a541A19B92798b6314B52057c367c45163,0,1.326438079449744429,500.000000000000000161,0,330482734542332532331289,875426016172526510695,329982734542332532331128,876752454251976255124,UNI,376.3693308664481910829926033,ETH,0.002656964630188856787032494483
59,19015062,0x21bc100472acf11534009a228a47320951e6deeb67984845bfc126654327c7fb,229,0x0000000000a84D1a9B0063A910315C7fFA9Cd248,0x0000000000a84D1a9B0063A910315C7fFA9Cd248,72.178899662114577661,0,0,0.190581847158631202,330554913441994646908950,875235434325367879493,330627092341656761486611,875044852478209248291,UNI,377.8401660272496520173497439,ETH,0.002646621746211810838539007065
60,19015205,0x088d282ed1b74cd701d1ed821f0925ec9ace47bc6e6bbc09c252de860e09d74a,45,0xA69babEF1cA67A37Ffaf7a485DfFF3382056e78C,0xA69babEF1cA67A37Ffaf7a485DfFF3382056e78C,730.807554752924073907,0,0,1.924966762864729474,331285720996747570982857,873310467562503150019,332016528551500495056764,871385500799638420545,UNI,381.0214058494445224180098912,ETH,0.002624524461481664192179237710
61,19015299,0x6cf3c30519ccc963a338e9e4abefb933472f43810f29d3c8e885dbc74b9c5655,6,0x51C72848c68a965f66FA7a88855F9f7784502a7F,0x51C72848c68a965f66FA7a88855F9f7784502a7F,0,2.321779454439178752,875.786772350513840128,0,330409934224397057142729,875632247016942328771,329534147452046543302601,877954026471381507523,UNI,375.3432839490352314599116878,ETH,0.002664227768987553675223149982
62,19015307,0xd7b1450c2658d649c7b2e64c23cd5a4e31ab5c5cb2c0b32cc3547a415e30a2f7,423,0xE37e799D5077682FA0a244D46E5649F71457BD09,0xE37e799D5077682FA0a244D46E5649F71457BD09,0,1.401735719618965375,526.502037364463273637,0,329883432187032593869092,877033982736561294146,329356930149668130595455,878435718456180259521,UNI,374.9357217947618288028528151,ETH,0.002667123834488610338778989595
63,19015516,0x7671f79d78ab2d500d60154eb7f0a54a9bda57bca7e391226786a3a1dc71259c,417,0x1111111254EEB25477B68fb85Ed929f73A960582,0x795065dCc9f64b5614C407a6EFDC400DA6221FB0,483.796385842472582253,0,0,1.280498716004717520,330367228572875066451345,875753484020556576626,330851024958717539033598,874472985304551859106,UNI,378.3433342351820888005025772,ETH,0.002643101938141692659702522913
64,19015792,0x87feee043f14b1a859a509a2acfea1367abbd9e97f6d168750f7a141b2a61449,73,0xA69babEF1cA67A37Ffaf7a485DfFF3382056e78C,0xA69babEF1cA67A37Ffaf7a485DfFF3382056e78C,0,2.319475251094828582,870.071012748743114671,0,329497157560126323336674,878072959271651405208,328627086547377580222003,880392434522746233790,UNI,373.2734104257991734944505007,ETH,0.002679001429164974289679787984
65,19015805,0x3541b4da053cd446dc37e613feb07e8d208b5c07db011cf8d160ae96790676be,41,0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,0x41Eeba3355d7D6FF628B7982F3F9D055c39488cB,59.391549304792383488,0,0,0.157768648094850647,329556549109431115720162,877915190623556554561,329615940658735908103650,877757421975461703914,UNI,375.5205395095486213826737261,ETH,0.002662970183484656785237058466
66,19015880,0x49f01f35741b37e1a1721989666d197a4b172838b3e21f995c07974a87d8031f,6,0x51C72848c68a965f66FA7a88855F9f7784502a7F,0x51C72848c68a965f66FA7a88855F9f7784502a7F,0,2.048724095770417920,764.970317779692290048,0,328791578791651423430114,879963914719326972481,328026608473871731140066,882012638815097390401,UNI,371.9069251825520519941890809,ETH,0.002688844794995806720134670285
67,19015965,0xe4394bc67002dec446254941bd471696243f46a284e2c17193e7dc5589ff5314,247,0xA69babEF1cA67A37Ffaf7a485DfFF3382056e78C,0xA69babEF1cA67A37Ffaf7a485DfFF3382056e78C,0,1.635872509832269550,608.269778211754440653,0,328183309013439668989461,881599787229159242031,327575039235227914548808,883235659738991511581,UNI,370.8806767743400661353440161,ETH,0.002696284984964162722845973218
